Started run at: 1713797821.54 seconds
Run folder: data/imagenet_hierarchy_k_0.5_256_22_04/v2-0_1trials_500_50_10_1keep_50_100_500_1000samples_256
Setting up dataset and prompts

Loading pretrained models...

Loading noise...

Tokenizing text prompts and creating embeddings...

Load subset to evaluate
Inference time: 141.44 seconds 

Inference time: 137.05 seconds 

Inference time: 163.70 seconds 

Inference time: 165.03 seconds 

Inference time: 156.98 seconds 

Inference time: 137.68 seconds 

Inference time: 128.21 seconds 

Inference time: 130.23 seconds 

Inference time: 142.25 seconds 

Inference time: 101.79 seconds 

Inference time: 175.70 seconds 

Inference time: 122.70 seconds 

Inference time: 101.30 seconds 

Inference time: 106.11 seconds 

Inference time: 117.78 seconds 

Inference time: 136.10 seconds 

Inference time: 147.46 seconds 

Inference time: 117.59 seconds 

Inference time: 112.18 seconds 

Inference time: 130.05 seconds 

Inference time: 120.88 seconds 

Inference time: 172.59 seconds 

Inference time: 139.73 seconds 

Inference time: 137.00 seconds 

Inference time: 132.33 seconds 

Inference time: 143.64 seconds 

Inference time: 148.78 seconds 

Inference time: 129.46 seconds 

Inference time: 152.52 seconds 

Inference time: 163.73 seconds 

Inference time: 147.87 seconds 

Inference time: 139.97 seconds 

Inference time: 148.17 seconds 

Inference time: 131.46 seconds 

Inference time: 130.52 seconds 

Inference time: 136.30 seconds 

Inference time: 165.66 seconds 

Inference time: 148.10 seconds 

Inference time: 105.02 seconds 

Inference time: 156.70 seconds 

Inference time: 129.97 seconds 

Inference time: 132.42 seconds 

Inference time: 132.20 seconds 

Inference time: 134.62 seconds 

Inference time: 135.46 seconds 

Inference time: 138.27 seconds 

Inference time: 147.32 seconds 

Inference time: 135.66 seconds 

Inference time: 137.96 seconds 

Inference time: 132.28 seconds 

Inference time: 164.47 seconds 

Inference time: 136.72 seconds 

Inference time: 128.88 seconds 

Inference time: 157.07 seconds 

Inference time: 116.55 seconds 

Inference time: 147.96 seconds 

Inference time: 170.41 seconds 

Inference time: 151.30 seconds 

Inference time: 156.97 seconds 

Inference time: 195.69 seconds 

Inference time: 146.42 seconds 

Inference time: 157.28 seconds 

Inference time: 151.26 seconds 

Inference time: 145.08 seconds 

Inference time: 116.90 seconds 

Inference time: 147.57 seconds 

Inference time: 184.42 seconds 

Inference time: 100.84 seconds 

Inference time: 141.35 seconds 

Inference time: 151.37 seconds 

Inference time: 151.76 seconds 

Inference time: 168.87 seconds 

Inference time: 135.08 seconds 

Inference time: 133.21 seconds 

Inference time: 120.60 seconds 

Inference time: 143.74 seconds 

Inference time: 133.28 seconds 

Inference time: 138.13 seconds 

Inference time: 155.56 seconds 

Inference time: 56.20 seconds 

Inference time: 84.15 seconds 

Inference time: 137.30 seconds 

Inference time: 160.79 seconds 

Inference time: 169.52 seconds 

Inference time: 146.30 seconds 

Inference time: 84.31 seconds 

Inference time: 146.19 seconds 

Inference time: 85.60 seconds 

Inference time: 147.62 seconds 

Inference time: 68.90 seconds 

Inference time: 152.45 seconds 

Inference time: 145.57 seconds 

Inference time: 104.43 seconds 

Inference time: 160.22 seconds 

Inference time: 152.78 seconds 

Inference time: 142.70 seconds 

Inference time: 147.05 seconds 

Inference time: 127.33 seconds 

Inference time: 95.44 seconds 

Inference time: 99.01 seconds 

Inference time: 157.23 seconds 

Inference time: 119.84 seconds 

Inference time: 187.36 seconds 

Inference time: 141.28 seconds 

Inference time: 170.81 seconds 

Inference time: 121.98 seconds 

Inference time: 129.85 seconds 

Inference time: 129.13 seconds 

Inference time: 76.05 seconds 

Inference time: 144.78 seconds 

Inference time: 131.41 seconds 

Inference time: 100.61 seconds 

Inference time: 118.41 seconds 

Inference time: 71.92 seconds 

Inference time: 163.66 seconds 

Inference time: 122.83 seconds 

Inference time: 113.06 seconds 

Inference time: 126.62 seconds 

Inference time: 146.34 seconds 

Inference time: 122.16 seconds 

Inference time: 128.25 seconds 

Inference time: 151.71 seconds 

Inference time: 108.60 seconds 

Inference time: 150.50 seconds 

Inference time: 155.63 seconds 

Inference time: 156.59 seconds 

Inference time: 147.53 seconds 

Inference time: 113.56 seconds 

Inference time: 142.51 seconds 

Inference time: 86.69 seconds 

Inference time: 162.67 seconds 

Inference time: 141.91 seconds 

Inference time: 156.55 seconds 

Inference time: 162.49 seconds 

Inference time: 141.42 seconds 

Inference time: 159.92 seconds 

Inference time: 110.86 seconds 

Inference time: 137.96 seconds 

Inference time: 174.22 seconds 

Inference time: 169.99 seconds 

Inference time: 152.51 seconds 

Inference time: 164.23 seconds 

Inference time: 143.11 seconds 

Inference time: 138.54 seconds 

Inference time: 138.74 seconds 

Inference time: 161.72 seconds 

Inference time: 167.82 seconds 

Inference time: 132.23 seconds 

Inference time: 138.59 seconds 

Inference time: 138.63 seconds 

Inference time: 147.05 seconds 

Inference time: 156.12 seconds 

Inference time: 131.07 seconds 

Inference time: 133.73 seconds 

Inference time: 152.07 seconds 

Inference time: 129.47 seconds 

Inference time: 137.40 seconds 

Inference time: 150.12 seconds 

Inference time: 142.26 seconds 

Inference time: 138.33 seconds 

Inference time: 153.67 seconds 

Inference time: 130.31 seconds 

Inference time: 129.68 seconds 

Inference time: 151.59 seconds 

Inference time: 63.52 seconds 

Inference time: 118.95 seconds 

Inference time: 92.06 seconds 

Inference time: 123.79 seconds 

Inference time: 130.95 seconds 

Inference time: 135.56 seconds 

Inference time: 148.66 seconds 

Inference time: 149.20 seconds 

Inference time: 173.75 seconds 

Inference time: 153.60 seconds 

Inference time: 158.20 seconds 

Inference time: 142.42 seconds 

Inference time: 165.24 seconds 

Inference time: 173.85 seconds 

Inference time: 121.87 seconds 

Inference time: 169.70 seconds 

Inference time: 147.22 seconds 

Inference time: 168.08 seconds 

Inference time: 161.06 seconds 

Inference time: 135.70 seconds 

Inference time: 137.28 seconds 

Inference time: 115.45 seconds 

Inference time: 126.20 seconds 

Inference time: 120.46 seconds 

Inference time: 189.19 seconds 

Inference time: 140.82 seconds 

Inference time: 154.35 seconds 

Inference time: 137.02 seconds 

Inference time: 133.61 seconds 

Inference time: 120.51 seconds 

Inference time: 138.91 seconds 

Inference time: 160.02 seconds 

Inference time: 133.54 seconds 

Inference time: 145.92 seconds 

Inference time: 137.24 seconds 

Inference time: 158.66 seconds 

Inference time: 144.96 seconds 

Inference time: 131.48 seconds 

Inference time: 77.24 seconds 

Inference time: 177.35 seconds 

Inference time: 140.13 seconds 

Inference time: 123.43 seconds 

Inference time: 159.12 seconds 

Inference time: 161.77 seconds 

Inference time: 134.26 seconds 

Inference time: 149.69 seconds 

Inference time: 139.49 seconds 

Inference time: 150.59 seconds 

Inference time: 114.23 seconds 

Inference time: 166.65 seconds 

Inference time: 114.83 seconds 

Inference time: 146.37 seconds 

Inference time: 155.57 seconds 

Inference time: 144.29 seconds 

Inference time: 104.17 seconds 

Inference time: 159.85 seconds 

Inference time: 177.38 seconds 

Inference time: 148.36 seconds 

Inference time: 98.73 seconds 

Inference time: 64.58 seconds 

Inference time: 128.69 seconds 

Inference time: 146.72 seconds 

Inference time: 154.42 seconds 

Inference time: 135.34 seconds 

Inference time: 135.39 seconds 

Inference time: 169.45 seconds 

Inference time: 128.51 seconds 

Inference time: 116.42 seconds 

Inference time: 114.60 seconds 

Inference time: 144.67 seconds 

Inference time: 101.32 seconds 

Inference time: 89.80 seconds 

Inference time: 133.23 seconds 

Inference time: 167.26 seconds 

Inference time: 100.45 seconds 

Inference time: 154.85 seconds 

Inference time: 163.77 seconds 

Inference time: 140.28 seconds 

Inference time: 79.91 seconds 

Inference time: 132.48 seconds 

Inference time: 120.02 seconds 

Inference time: 155.17 seconds 

Inference time: 135.44 seconds 

Inference time: 169.82 seconds 

Inference time: 188.35 seconds 

Inference time: 151.13 seconds 

Inference time: 162.05 seconds 

Inference time: 157.04 seconds 

Inference time: 143.41 seconds 

Inference time: 159.03 seconds 

Inference time: 162.71 seconds 

Inference time: 132.13 seconds 

Inference time: 167.09 seconds 

Inference time: 143.23 seconds 

Inference time: 151.92 seconds 

Inference time: 142.14 seconds 

Inference time: 153.86 seconds 

Inference time: 136.28 seconds 

Inference time: 148.73 seconds 

Inference time: 140.07 seconds 

Inference time: 148.71 seconds 

Inference time: 161.29 seconds 

Inference time: 176.49 seconds 

Inference time: 127.89 seconds 

Inference time: 133.12 seconds 

Inference time: 121.99 seconds 

Inference time: 154.27 seconds 

Inference time: 94.48 seconds 

Inference time: 142.13 seconds 

Inference time: 104.00 seconds 

Inference time: 138.43 seconds 

Inference time: 154.45 seconds 

Inference time: 152.21 seconds 

Inference time: 155.07 seconds 

Inference time: 183.44 seconds 

Inference time: 147.07 seconds 

Inference time: 139.06 seconds 

Inference time: 152.92 seconds 

Inference time: 165.99 seconds 

Inference time: 155.51 seconds 

Inference time: 154.47 seconds 

Inference time: 159.03 seconds 

Inference time: 137.67 seconds 

Inference time: 166.46 seconds 

Inference time: 154.36 seconds 

Inference time: 167.92 seconds 

Inference time: 145.04 seconds 

Inference time: 136.83 seconds 

Inference time: 136.99 seconds 

Inference time: 137.90 seconds 

Inference time: 146.00 seconds 

Inference time: 133.06 seconds 

Inference time: 143.75 seconds 

Inference time: 125.97 seconds 

Inference time: 157.56 seconds 

Inference time: 128.95 seconds 

Inference time: 149.12 seconds 

Inference time: 116.18 seconds 

Inference time: 139.73 seconds 

Inference time: 167.46 seconds 

Inference time: 132.41 seconds 

Inference time: 105.34 seconds 

Inference time: 160.84 seconds 

Inference time: 181.69 seconds 

Inference time: 142.94 seconds 

Inference time: 163.34 seconds 

Inference time: 144.28 seconds 

Inference time: 143.15 seconds 

Inference time: 135.41 seconds 

Inference time: 158.65 seconds 

Inference time: 130.25 seconds 

Inference time: 142.88 seconds 

Inference time: 133.00 seconds 

Inference time: 118.74 seconds 

Inference time: 165.54 seconds 

Inference time: 145.27 seconds 

Inference time: 167.34 seconds 

Inference time: 162.35 seconds 

Inference time: 135.36 seconds 

Inference time: 133.66 seconds 

Inference time: 143.72 seconds 

Inference time: 110.61 seconds 

Inference time: 119.96 seconds 

Inference time: 128.63 seconds 

Inference time: 164.04 seconds 

Inference time: 139.45 seconds 

Inference time: 137.90 seconds 

Inference time: 101.23 seconds 

Inference time: 149.11 seconds 

Inference time: 106.86 seconds 

Inference time: 124.92 seconds 

Inference time: 155.21 seconds 

Inference time: 161.62 seconds 

Inference time: 127.69 seconds 

Inference time: 150.40 seconds 

Inference time: 150.82 seconds 

Inference time: 128.10 seconds 

Inference time: 157.92 seconds 

Inference time: 104.68 seconds 

Inference time: 167.76 seconds 

Inference time: 68.41 seconds 

Inference time: 146.95 seconds 

Inference time: 156.92 seconds 

Inference time: 145.94 seconds 

Inference time: 102.74 seconds 

Inference time: 99.14 seconds 

Inference time: 138.75 seconds 

Inference time: 181.62 seconds 

Inference time: 142.58 seconds 

Inference time: 161.59 seconds 

Inference time: 167.00 seconds 

Inference time: 115.19 seconds 

Inference time: 145.05 seconds 

Inference time: 160.41 seconds 

Inference time: 152.80 seconds 

Inference time: 153.58 seconds 

Inference time: 98.09 seconds 

Inference time: 133.16 seconds 

Inference time: 111.54 seconds 

Inference time: 146.89 seconds 

Inference time: 161.34 seconds 

Inference time: 152.36 seconds 

Inference time: 147.05 seconds 

Inference time: 126.53 seconds 

Inference time: 165.27 seconds 

Inference time: 151.23 seconds 

Inference time: 133.04 seconds 

Inference time: 130.17 seconds 

Inference time: 133.16 seconds 

Inference time: 106.50 seconds 

Inference time: 79.02 seconds 

Inference time: 144.74 seconds 

Inference time: 158.22 seconds 

Inference time: 90.46 seconds 

Inference time: 109.09 seconds 

Inference time: 133.02 seconds 

Inference time: 123.46 seconds 

Inference time: 162.97 seconds 

Inference time: 141.58 seconds 

Inference time: 92.98 seconds 

Inference time: 100.54 seconds 

Inference time: 143.81 seconds 

Inference time: 102.23 seconds 

Inference time: 121.83 seconds 

Inference time: 130.13 seconds 

Inference time: 150.73 seconds 

Inference time: 132.22 seconds 

Inference time: 128.64 seconds 

Inference time: 74.65 seconds 

Inference time: 121.71 seconds 

Inference time: 141.37 seconds 

Inference time: 147.35 seconds 

Inference time: 133.37 seconds 

Inference time: 80.24 seconds 

Inference time: 127.77 seconds 

Inference time: 113.31 seconds 

Inference time: 130.59 seconds 

Inference time: 95.69 seconds 

Inference time: 80.64 seconds 

Inference time: 132.22 seconds 

Inference time: 134.60 seconds 

Inference time: 153.84 seconds 

Inference time: 107.69 seconds 

Inference time: 132.25 seconds 

Inference time: 143.27 seconds 

Inference time: 78.55 seconds 

Inference time: 124.80 seconds 

Inference time: 88.25 seconds 

Inference time: 119.91 seconds 

Inference time: 93.02 seconds 

Inference time: 152.17 seconds 

Inference time: 75.14 seconds 

Inference time: 127.19 seconds 

Inference time: 154.21 seconds 

Inference time: 93.10 seconds 

Inference time: 141.69 seconds 

Inference time: 63.90 seconds 

Inference time: 160.75 seconds 

Inference time: 106.15 seconds 

Inference time: 75.80 seconds 

Inference time: 150.85 seconds 

Inference time: 68.02 seconds 

Inference time: 122.76 seconds 

Inference time: 104.83 seconds 

Inference time: 68.39 seconds 

Inference time: 61.51 seconds 

Inference time: 68.25 seconds 

Inference time: 82.70 seconds 

Inference time: 116.34 seconds 

Inference time: 79.87 seconds 

Inference time: 135.49 seconds 

Inference time: 126.88 seconds 

Inference time: 100.29 seconds 

Inference time: 149.73 seconds 

Inference time: 60.94 seconds 

Inference time: 89.49 seconds 

Inference time: 153.40 seconds 

Inference time: 82.26 seconds 

Inference time: 142.90 seconds 

Inference time: 89.80 seconds 

Inference time: 131.03 seconds 

Inference time: 107.75 seconds 

Inference time: 91.42 seconds 

Inference time: 152.08 seconds 

Inference time: 141.31 seconds 

Inference time: 71.02 seconds 

Inference time: 106.29 seconds 

Inference time: 71.68 seconds 

Inference time: 65.49 seconds 

Inference time: 68.21 seconds 

Inference time: 86.04 seconds 

Inference time: 87.03 seconds 

Inference time: 131.68 seconds 

Inference time: 123.48 seconds 

Inference time: 143.03 seconds 

Inference time: 135.80 seconds 

Inference time: 120.39 seconds 

Inference time: 95.49 seconds 

Inference time: 80.10 seconds 

Inference time: 131.19 seconds 

Inference time: 118.12 seconds 

Inference time: 163.20 seconds 

Inference time: 73.07 seconds 

Inference time: 82.07 seconds 

Inference time: 110.78 seconds 

Inference time: 98.35 seconds 

Inference time: 107.66 seconds 

Inference time: 84.93 seconds 

Inference time: 82.61 seconds 

Inference time: 103.84 seconds 

Inference time: 76.43 seconds 

Inference time: 175.20 seconds 

Inference time: 100.31 seconds 

Inference time: 72.29 seconds 

Inference time: 93.47 seconds 

Inference time: 104.70 seconds 

Inference time: 120.40 seconds 

Inference time: 109.00 seconds 

Inference time: 137.61 seconds 

Inference time: 124.70 seconds 

Inference time: 98.65 seconds 

Inference time: 133.89 seconds 

Inference time: 72.59 seconds 

Inference time: 127.24 seconds 

Inference time: 144.19 seconds 

Inference time: 137.15 seconds 

Inference time: 134.50 seconds 

Inference time: 86.44 seconds 

Inference time: 91.12 seconds 

Inference time: 154.96 seconds 

Inference time: 153.66 seconds 

Inference time: 88.21 seconds 

Inference time: 135.41 seconds 

Inference time: 89.86 seconds 

Inference time: 145.17 seconds 

Inference time: 113.98 seconds 

Inference time: 128.81 seconds 

Inference time: 152.44 seconds 

Inference time: 67.57 seconds 

Inference time: 95.74 seconds 

Inference time: 78.61 seconds 

Inference time: 149.00 seconds 

Inference time: 151.63 seconds 

Inference time: 114.62 seconds 

Inference time: 133.61 seconds 

Inference time: 114.78 seconds 

Inference time: 108.77 seconds 

Inference time: 95.70 seconds 

Inference time: 63.93 seconds 

Inference time: 83.34 seconds 

Inference time: 66.38 seconds 

Inference time: 71.90 seconds 

Inference time: 95.43 seconds 

Inference time: 112.12 seconds 

Inference time: 84.59 seconds 

Inference time: 102.21 seconds 

Inference time: 160.02 seconds 

Inference time: 87.22 seconds 

Inference time: 166.91 seconds 

Inference time: 150.52 seconds 

Inference time: 135.06 seconds 

Inference time: 147.39 seconds 

Inference time: 128.99 seconds 

Inference time: 165.37 seconds 

Inference time: 147.24 seconds 

Inference time: 138.22 seconds 

Inference time: 111.50 seconds 

Inference time: 113.30 seconds 

Inference time: 133.74 seconds 

Inference time: 70.95 seconds 

Inference time: 165.77 seconds 

Inference time: 76.45 seconds 

Inference time: 130.97 seconds 

Inference time: 130.68 seconds 

Inference time: 132.48 seconds 

Inference time: 64.77 seconds 

Inference time: 101.29 seconds 

Inference time: 77.48 seconds 

Inference time: 133.62 seconds 

Inference time: 72.32 seconds 

Inference time: 75.85 seconds 

Inference time: 126.77 seconds 

Inference time: 90.89 seconds 

Inference time: 75.04 seconds 

Inference time: 144.35 seconds 

Inference time: 140.55 seconds 

Inference time: 161.13 seconds 

Inference time: 77.56 seconds 

Inference time: 73.47 seconds 

Inference time: 161.65 seconds 

Inference time: 62.72 seconds 

Inference time: 93.06 seconds 

Inference time: 65.63 seconds 

Inference time: 94.87 seconds 

Inference time: 129.93 seconds 

Inference time: 46.88 seconds 

Inference time: 157.45 seconds 

Inference time: 85.05 seconds 

Inference time: 110.05 seconds 

Inference time: 88.58 seconds 

Inference time: 129.09 seconds 

Inference time: 144.52 seconds 

Inference time: 90.71 seconds 

Inference time: 154.29 seconds 

Inference time: 141.55 seconds 

Inference time: 123.06 seconds 

Inference time: 119.00 seconds 

Inference time: 145.27 seconds 

Inference time: 128.50 seconds 

Inference time: 160.86 seconds 

Inference time: 131.07 seconds 

Inference time: 150.25 seconds 

Inference time: 151.92 seconds 

Inference time: 154.49 seconds 

Inference time: 90.22 seconds 

Inference time: 128.95 seconds 

Inference time: 136.47 seconds 

Inference time: 97.40 seconds 

Inference time: 88.61 seconds 

Inference time: 138.02 seconds 

Inference time: 130.47 seconds 

Inference time: 112.61 seconds 

Inference time: 94.30 seconds 

Inference time: 101.65 seconds 

Inference time: 106.74 seconds 

Inference time: 73.11 seconds 

Inference time: 129.93 seconds 

Inference time: 138.98 seconds 

Inference time: 161.32 seconds 

Inference time: 100.82 seconds 

Inference time: 124.71 seconds 

Inference time: 112.12 seconds 

Inference time: 136.59 seconds 

Inference time: 141.13 seconds 

Inference time: 115.58 seconds 

Inference time: 88.57 seconds 

Inference time: 154.88 seconds 

Inference time: 89.76 seconds 

Inference time: 133.07 seconds 

Inference time: 148.10 seconds 

Inference time: 116.80 seconds 

Inference time: 159.13 seconds 

Inference time: 130.19 seconds 

Inference time: 134.92 seconds 

Inference time: 93.60 seconds 

Inference time: 87.43 seconds 

Inference time: 77.81 seconds 

Inference time: 77.92 seconds 

Inference time: 104.52 seconds 

Inference time: 130.08 seconds 

Inference time: 62.69 seconds 

Inference time: 131.47 seconds 

Inference time: 92.55 seconds 

Inference time: 138.48 seconds 

Inference time: 136.01 seconds 

Inference time: 153.57 seconds 

Inference time: 137.79 seconds 

Inference time: 91.84 seconds 

Inference time: 64.63 seconds 

Inference time: 89.74 seconds 

Inference time: 118.22 seconds 

Inference time: 103.18 seconds 

Inference time: 74.42 seconds 

Inference time: 136.17 seconds 

Inference time: 77.00 seconds 

Inference time: 104.80 seconds 

Inference time: 148.81 seconds 

Inference time: 64.01 seconds 

Inference time: 160.35 seconds 

Inference time: 157.51 seconds 

Inference time: 169.98 seconds 

Inference time: 122.83 seconds 

Inference time: 94.24 seconds 

Inference time: 145.66 seconds 

Inference time: 145.59 seconds 

Inference time: 85.36 seconds 

Inference time: 135.35 seconds 

Inference time: 108.57 seconds 

Inference time: 108.75 seconds 

Inference time: 148.74 seconds 

Inference time: 154.12 seconds 

Inference time: 159.70 seconds 

Inference time: 87.82 seconds 

Inference time: 65.64 seconds 

Inference time: 145.45 seconds 

Inference time: 56.20 seconds 

Inference time: 92.74 seconds 

Inference time: 107.54 seconds 

Inference time: 142.39 seconds 

Inference time: 138.42 seconds 

Inference time: 105.51 seconds 

Inference time: 95.21 seconds 

Inference time: 68.15 seconds 

Inference time: 73.04 seconds 

Inference time: 87.20 seconds 

Inference time: 147.93 seconds 

Inference time: 115.00 seconds 

Inference time: 173.08 seconds 

Inference time: 137.03 seconds 

Inference time: 172.59 seconds 

Inference time: 148.18 seconds 

Inference time: 86.21 seconds 

Inference time: 133.59 seconds 

Inference time: 112.80 seconds 

Inference time: 149.28 seconds 

Inference time: 140.81 seconds 

Inference time: 135.75 seconds 

Inference time: 119.75 seconds 

Inference time: 135.77 seconds 

Inference time: 53.30 seconds 

Inference time: 84.08 seconds 

Inference time: 63.88 seconds 

Inference time: 60.12 seconds 

Inference time: 133.64 seconds 

Inference time: 55.40 seconds 

Inference time: 102.98 seconds 

Inference time: 120.85 seconds 

Inference time: 127.43 seconds 

Inference time: 138.53 seconds 

Inference time: 99.09 seconds 

Inference time: 77.57 seconds 

Inference time: 127.37 seconds 

Inference time: 66.95 seconds 

Inference time: 147.18 seconds 

Inference time: 144.89 seconds 

Inference time: 136.69 seconds 

Inference time: 160.47 seconds 

Inference time: 145.11 seconds 

Inference time: 145.98 seconds 

Inference time: 167.02 seconds 

Inference time: 66.43 seconds 

Inference time: 73.16 seconds 

Inference time: 64.18 seconds 

Inference time: 91.27 seconds 

Inference time: 147.75 seconds 

Inference time: 78.86 seconds 

Inference time: 78.34 seconds 

Inference time: 74.46 seconds 

Inference time: 112.98 seconds 

Inference time: 82.45 seconds 

Inference time: 76.03 seconds 

Inference time: 132.83 seconds 

Inference time: 108.41 seconds 

Inference time: 135.61 seconds 

Inference time: 122.25 seconds 

Inference time: 92.90 seconds 

Inference time: 112.65 seconds 

Inference time: 81.29 seconds 

Inference time: 81.45 seconds 

Inference time: 142.50 seconds 

Inference time: 123.31 seconds 

Inference time: 83.74 seconds 

Inference time: 87.04 seconds 

Inference time: 125.11 seconds 

Inference time: 66.61 seconds 

Inference time: 93.75 seconds 

Inference time: 102.00 seconds 

Inference time: 108.88 seconds 

Inference time: 137.30 seconds 

Inference time: 126.20 seconds 

Inference time: 124.45 seconds 

Inference time: 132.86 seconds 

Inference time: 127.89 seconds 

Inference time: 86.70 seconds 

Inference time: 94.18 seconds 

Inference time: 136.00 seconds 

Inference time: 97.46 seconds 

Inference time: 47.39 seconds 

Inference time: 79.36 seconds 

Inference time: 71.35 seconds 

Inference time: 66.30 seconds 

Inference time: 89.18 seconds 

Inference time: 133.48 seconds 

Inference time: 59.11 seconds 

Inference time: 88.02 seconds 

Inference time: 143.92 seconds 

Inference time: 84.90 seconds 

Inference time: 57.80 seconds 

Inference time: 70.68 seconds 

Inference time: 71.49 seconds 

Inference time: 156.58 seconds 

Inference time: 107.73 seconds 

Inference time: 107.11 seconds 

Inference time: 156.69 seconds 

Inference time: 116.10 seconds 

Inference time: 138.70 seconds 

Inference time: 143.75 seconds 

Inference time: 70.72 seconds 

Inference time: 115.59 seconds 

Inference time: 77.94 seconds 

Inference time: 88.87 seconds 

Inference time: 120.73 seconds 

Inference time: 123.86 seconds 

Inference time: 143.22 seconds 

Inference time: 105.93 seconds 

Inference time: 112.00 seconds 

Inference time: 104.65 seconds 

Inference time: 62.22 seconds 

Inference time: 127.36 seconds 

Inference time: 101.85 seconds 

Inference time: 136.35 seconds 

Inference time: 139.02 seconds 

Inference time: 135.47 seconds 

Inference time: 151.92 seconds 

Inference time: 88.00 seconds 

Inference time: 78.03 seconds 

Inference time: 76.41 seconds 

Inference time: 93.72 seconds 

Inference time: 131.47 seconds 

Inference time: 163.97 seconds 

Inference time: 175.13 seconds 

Inference time: 138.72 seconds 

Inference time: 133.94 seconds 

Inference time: 74.93 seconds 

Inference time: 92.90 seconds 

Inference time: 149.09 seconds 

Inference time: 72.87 seconds 

Inference time: 89.70 seconds 

Inference time: 102.70 seconds 

Inference time: 127.42 seconds 

Inference time: 132.77 seconds 

Inference time: 137.91 seconds 

Inference time: 146.55 seconds 

Inference time: 93.01 seconds 

Inference time: 172.52 seconds 

Inference time: 126.57 seconds 

Inference time: 78.37 seconds 

Inference time: 76.41 seconds 

Inference time: 136.50 seconds 

Inference time: 140.32 seconds 

Inference time: 141.20 seconds 

Inference time: 189.92 seconds 

Inference time: 121.77 seconds 

Inference time: 137.32 seconds 

Inference time: 165.22 seconds 

Inference time: 151.46 seconds 

Inference time: 142.09 seconds 

Inference time: 100.88 seconds 

Inference time: 100.53 seconds 

Inference time: 86.67 seconds 

Inference time: 97.75 seconds 

Inference time: 110.47 seconds 

Inference time: 93.46 seconds 

Inference time: 102.23 seconds 

Inference time: 101.38 seconds 

Inference time: 81.07 seconds 

Inference time: 91.70 seconds 

Inference time: 75.41 seconds 

Inference time: 132.75 seconds 

Inference time: 89.43 seconds 

Inference time: 157.15 seconds 

Inference time: 71.49 seconds 

Inference time: 134.87 seconds 

Inference time: 94.47 seconds 

Inference time: 78.97 seconds 

Inference time: 201.78 seconds 

Inference time: 128.04 seconds 

Inference time: 60.78 seconds 

Inference time: 126.20 seconds 

Inference time: 70.30 seconds 

Inference time: 67.25 seconds 

Inference time: 134.70 seconds 

Inference time: 144.78 seconds 

Inference time: 96.62 seconds 

Inference time: 91.91 seconds 

Inference time: 142.06 seconds 

Inference time: 117.20 seconds 

Inference time: 179.22 seconds 

Inference time: 87.15 seconds 

Inference time: 130.42 seconds 

Inference time: 150.52 seconds 

Inference time: 86.38 seconds 

Inference time: 101.82 seconds 

Inference time: 133.52 seconds 

Inference time: 102.64 seconds 

Inference time: 96.06 seconds 

Inference time: 97.17 seconds 

Inference time: 90.72 seconds 

Inference time: 137.59 seconds 

Inference time: 62.66 seconds 

Inference time: 71.29 seconds 

Inference time: 139.77 seconds 

Inference time: 117.96 seconds 

Inference time: 162.75 seconds 

Inference time: 98.56 seconds 

Inference time: 82.97 seconds 

Inference time: 154.40 seconds 

Inference time: 101.82 seconds 

Inference time: 65.93 seconds 

Inference time: 93.80 seconds 

Inference time: 79.44 seconds 

Inference time: 143.34 seconds 

Inference time: 67.07 seconds 

Inference time: 102.63 seconds 

Inference time: 129.45 seconds 

Inference time: 98.36 seconds 

Inference time: 109.10 seconds 

Inference time: 92.32 seconds 

Inference time: 77.32 seconds 

Inference time: 130.58 seconds 

Inference time: 168.06 seconds 

Inference time: 115.43 seconds 

